User_ID,Mthly_HH_Income,Mthly_HH_Expense,Emi_or_Rent_Amt,No_of_Earning_Members,Savings_Amount,Debt_to_Income_Ratio,Investment_Horizon,Risk_Tolerance,Preferred_Investment_Type,Investment_Experience,Market_Volatility_Tolerance,Short_Term_Goal,Mid_Term_Goal,Long_Term_Goal,Goal_Based_Investing
188,11993.61,12616.51,416.11,2,-1039.01,0.73,Short,Low,Money Market,Expert,Low,Vacation,Home Renovation,Retirement,Yes
189,11533.71,12324.42,293.7,1,-1084.41,0.29,Long,Low,Real Estate,Beginner,High,Emergency Fund,Car Purchase,Retirement,No
190,6353.34,3881.03,834.38,4,1637.93,0.34,Long,High,Mutual Fund,Intermediate,Medium,Short-Term Savings,Home Renovation,Retirement,Yes
191,3675.85,2163.43,1592.63,4,-80.21,0.3,Medium,Moderate,Mutual Fund,Expert,Medium,Emergency Fund,Education Fund,Retirement,Yes
192,18149.88,16512.05,213.06,3,1424.77,0.61,Long,High,Equity,Beginner,High,Short-Term Savings,Education Fund,Long-Term Security,No
193,18207.53,12668.74,471.51,4,5067.28,0.69,Long,Moderate,Mutual Fund,Intermediate,High,Emergency Fund,Education Fund,Retirement,No
194,13395.83,6859.61,5604.27,2,931.95,0.29,Long,High,Equity,Beginner,Medium,Emergency Fund,Car Purchase,Retirement,No
195,8102.54,8731.44,636.67,5,-1265.57,0.11,Short,Low,Debt,Beginner,Low,Emergency Fund,Car Purchase,Retirement,No
196,8285.77,5364.92,3045.58,1,-124.72,0.4,Short,Moderate,Money Market,Beginner,Medium,Emergency Fund,Education Fund,Long-Term Security,Yes
197,15067.2,16634.68,537.73,2,-2105.2,0.79,Long,Moderate,Mutual Fund,Intermediate,High,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
198,18147.98,17536.99,3417.69,1,-2806.69,0.16,Long,High,Mutual Fund,Beginner,High,Emergency Fund,Home Renovation,Long-Term Security,Yes
199,17967.56,17890.74,1958.58,4,-1881.76,0.36,Long,High,Equity,Intermediate,High,Emergency Fund,Car Purchase,Wealth Accumulation,Yes
200,16037.76,10119.02,962.51,1,4956.23,0.22,Long,High,Equity,Intermediate,High,Vacation,Car Purchase,Wealth Accumulation,No
201,13556.57,8841.95,5919.2,2,-1204.59,0.74,Medium,Moderate,Mutual Fund,Intermediate,Medium,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
202,3514.52,2948.06,1209.79,5,-643.33,0.44,Short,Low,Money Market,Expert,Low,Vacation,Home Renovation,Wealth Accumulation,No
203,4909.32,3003.84,173.35,2,1732.13,0.46,Short,Moderate,Bonds,Beginner,Low,Vacation,Education Fund,Retirement,No
204,18173.98,12695.08,3566.66,3,1912.24,0.01,Long,Low,Equity,Intermediate,High,Emergency Fund,Car Purchase,Retirement,Yes
205,12915.72,9156.61,3091.95,1,667.16,0.52,Short,Low,Bonds,Intermediate,Low,Vacation,Education Fund,Wealth Accumulation,No
206,2165.55,1307.47,189.12,2,668.96,0.25,Medium,Moderate,Mutual Fund,Beginner,High,Emergency Fund,Car Purchase,Retirement,Yes
207,3826.49,2423.58,1881.37,4,-478.46,0.41,Long,High,Equity,Beginner,High,Vacation,Car Purchase,Long-Term Security,Yes
208,13943.03,14118.14,742.63,4,-917.73,0.42,Medium,Moderate,Mutual Fund,Beginner,Low,Short-Term Savings,Home Renovation,Long-Term Security,Yes
209,2091.11,1272.81,968.21,2,-149.91,0.47,Medium,Moderate,Mutual Fund,Beginner,Medium,Short-Term Savings,Home Renovation,Retirement,No
210,4894.54,2537.81,2238.2,3,118.54,0.66,Medium,Low,Mutual Fund,Beginner,Medium,Vacation,Home Renovation,Long-Term Security,No
211,11877.21,10797.34,2066.43,1,-986.57,0.24,Long,Moderate,Equity,Expert,High,Vacation,Education Fund,Wealth Accumulation,No
212,14454.11,16396.59,182.22,3,-2124.69,0.2,Short,Low,Money Market,Beginner,Low,Short-Term Savings,Home Renovation,Wealth Accumulation,Yes
213,13735.3,9824.71,1469.37,5,2441.22,0.64,Long,High,Equity,Beginner,Medium,Emergency Fund,Education Fund,Retirement,No
214,6036.85,3484.02,178.04,2,2374.79,0.57,Long,High,Mutual Fund,Intermediate,High,Vacation,Car Purchase,Wealth Accumulation,Yes
215,14819.23,12903.87,1174.49,3,740.87,0.18,Long,Low,Equity,Expert,High,Emergency Fund,Education Fund,Wealth Accumulation,Yes
216,6270.48,6829.37,240.15,5,-799.04,0.0,Short,Moderate,Bonds,Beginner,Low,Emergency Fund,Home Renovation,Retirement,No
217,7857.19,7932.94,1246.13,3,-1321.88,0.53,Medium,High,Equity,Expert,Low,Emergency Fund,Home Renovation,Retirement,Yes
218,15436.85,13964.72,1670.57,5,-198.44,0.13,Long,Moderate,Equity,Beginner,Medium,Short-Term Savings,Education Fund,Wealth Accumulation,No
219,13693.39,9650.92,5117.2,4,-1074.73,0.77,Long,High,Equity,Intermediate,Low,Short-Term Savings,Home Renovation,Long-Term Security,No
220,17286.02,14731.53,2641.79,4,-87.3,0.48,Long,High,Mutual Fund,Beginner,Medium,Vacation,Home Renovation,Retirement,Yes
221,13837.03,7739.18,6958.06,2,-860.21,0.68,Short,Low,Debt,Beginner,Medium,Vacation,Car Purchase,Retirement,Yes
222,12229.55,11511.86,3088.54,3,-2370.84,0.64,Long,Moderate,Mutual Fund,Intermediate,Medium,Short-Term Savings,Home Renovation,Retirement,Yes
223,3686.15,3580.4,202.18,4,-96.43,0.45,Short,Low,Debt,Beginner,Medium,Emergency Fund,Home Renovation,Retirement,No
224,8618.88,9715.81,540.56,1,-1637.49,0.35,Medium,Moderate,Mutual Fund,Beginner,Medium,Vacation,Home Renovation,Long-Term Security,No
225,6773.64,4533.32,2235.49,4,4.83,0.4,Long,High,Equity,Intermediate,High,Vacation,Education Fund,Long-Term Security,No
226,6391.81,3272.59,3594.12,4,-474.9,0.64,Long,Moderate,Mutual Fund,Expert,High,Short-Term Savings,Education Fund,Retirement,Yes
227,19514.19,16677.71,4391.24,3,-1554.77,0.51,Short,High,Debt,Beginner,Medium,Vacation,Home Renovation,Retirement,Yes
228,9075.76,8707.41,925.69,5,-557.34,0.16,Medium,Low,Mutual Fund,Beginner,High,Vacation,Home Renovation,Wealth Accumulation,No
229,18056.84,18305.39,766.97,1,-1015.52,0.49,Medium,Low,Equity,Intermediate,Low,Vacation,Car Purchase,Retirement,Yes
230,13360.5,8362.74,537.16,1,4460.6,0.32,Long,High,Mutual Fund,Intermediate,High,Emergency Fund,Car Purchase,Retirement,Yes
231,16306.6,10927.7,4627.0,5,751.91,0.05,Long,High,Equity,Intermediate,Low,Short-Term Savings,Home Renovation,Wealth Accumulation,No
232,11047.47,9204.57,4013.18,3,-2170.29,0.31,Short,Low,Money Market,Intermediate,High,Emergency Fund,Home Renovation,Long-Term Security,Yes
233,12384.27,8853.4,4433.95,4,-903.08,0.18,Long,High,Equity,Intermediate,High,Short-Term Savings,Home Renovation,Wealth Accumulation,Yes
234,10865.32,11509.98,500.31,5,-1144.98,0.67,Medium,High,Equity,Beginner,Low,Emergency Fund,Car Purchase,Retirement,Yes
235,5514.37,4455.31,1788.37,1,-729.3,0.08,Long,High,Mutual Fund,Expert,Low,Vacation,Education Fund,Long-Term Security,No
236,15004.14,15300.11,2079.99,1,-2375.96,0.29,Medium,High,Debt,Beginner,Low,Emergency Fund,Education Fund,Retirement,No
237,7053.9,6189.11,640.88,4,223.91,0.56,Medium,Moderate,Mutual Fund,Beginner,Medium,Emergency Fund,Car Purchase,Long-Term Security,No
238,2437.69,2443.8,6.89,4,-13.0,0.72,Long,High,Equity,Beginner,Low,Short-Term Savings,Car Purchase,Wealth Accumulation,Yes
239,13618.5,9754.08,778.47,2,3085.95,0.27,Short,Low,Bonds,Beginner,Low,Vacation,Education Fund,Wealth Accumulation,Yes
240,5187.99,5397.7,726.32,5,-936.02,0.49,Short,High,Bonds,Beginner,Medium,Short-Term Savings,Education Fund,Retirement,No
241,18928.25,12842.29,8258.23,4,-2172.26,0.3,Medium,High,Mutual Fund,Intermediate,Medium,Vacation,Car Purchase,Retirement,Yes
242,19170.71,16390.27,1952.68,2,827.76,0.16,Short,Low,Debt,Beginner,Low,Vacation,Home Renovation,Wealth Accumulation,Yes
243,18467.56,11802.7,2954.16,3,3710.7,0.26,Long,High,Equity,Expert,High,Vacation,Car Purchase,Retirement,Yes
244,8662.86,7009.05,2684.94,1,-1031.13,0.51,Medium,Moderate,Mutual Fund,Intermediate,Medium,Emergency Fund,Home Renovation,Long-Term Security,Yes
245,2278.22,1610.28,1053.63,5,-385.69,0.57,Medium,Moderate,Debt,Beginner,Medium,Emergency Fund,Education Fund,Wealth Accumulation,No
246,18709.73,12598.33,7677.11,3,-1565.71,0.3,Long,High,Equity,Intermediate,Medium,Vacation,Education Fund,Wealth Accumulation,No
247,9707.31,10955.1,420.08,5,-1667.86,0.12,Short,Low,Debt,Beginner,Low,Short-Term Savings,Education Fund,Wealth Accumulation,No
248,19399.79,11718.41,2805.61,5,4875.78,0.11,Medium,High,Debt,Beginner,Medium,Short-Term Savings,Home Renovation,Wealth Accumulation,No
249,19345.16,19572.69,1914.51,4,-2142.04,0.65,Medium,Moderate,Mutual Fund,Expert,Low,Emergency Fund,Home Renovation,Long-Term Security,Yes
250,17354.17,19778.67,244.33,2,-2668.83,0.52,Long,High,Mutual Fund,Beginner,Medium,Short-Term Savings,Car Purchase,Wealth Accumulation,No
251,7300.08,3744.47,4052.68,5,-497.07,0.58,Medium,High,Debt,Intermediate,Low,Vacation,Home Renovation,Retirement,Yes
252,8931.76,8524.18,848.96,3,-441.39,0.39,Long,High,Mutual Fund,Expert,Medium,Short-Term Savings,Education Fund,Long-Term Security,No
253,17320.46,11507.59,7734.18,5,-1921.31,0.37,Long,High,Mutual Fund,Beginner,High,Vacation,Education Fund,Long-Term Security,No
254,7704.6,4055.06,1980.73,2,1668.81,0.17,Long,High,Equity,Intermediate,High,Short-Term Savings,Home Renovation,Long-Term Security,Yes
255,5050.87,3848.15,1823.76,1,-621.03,0.13,Short,Moderate,Money Market,Intermediate,Low,Emergency Fund,Education Fund,Retirement,Yes
256,12022.42,13319.54,369.1,5,-1666.22,0.12,Short,High,Money Market,Expert,Medium,Short-Term Savings,Car Purchase,Retirement,No
257,18850.79,9569.55,5744.34,3,3536.89,0.79,Short,Moderate,Debt,Beginner,Low,Emergency Fund,Car Purchase,Retirement,No
258,14528.54,12816.0,2842.48,1,-1129.94,0.66,Long,Moderate,Mutual Fund,Expert,Medium,Short-Term Savings,Car Purchase,Wealth Accumulation,No
259,12261.1,10126.54,322.39,1,1812.17,0.5,Medium,High,Mutual Fund,Beginner,Medium,Emergency Fund,Home Renovation,Long-Term Security,No
260,3749.18,4003.0,470.33,4,-724.15,0.17,Long,Moderate,Real Estate,Intermediate,Medium,Short-Term Savings,Home Renovation,Retirement,Yes
261,13070.13,7248.71,4838.62,4,982.8,0.27,Medium,Low,Equity,Beginner,High,Vacation,Education Fund,Long-Term Security,No
262,19820.97,18691.01,2586.91,5,-1456.96,0.28,Long,Moderate,Equity,Expert,Low,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
263,4521.51,4259.59,978.92,3,-717.0,0.38,Short,Low,Debt,Beginner,Medium,Short-Term Savings,Car Purchase,Long-Term Security,No
264,11329.93,10592.38,2600.36,4,-1862.8,0.34,Long,High,Equity,Intermediate,Medium,Short-Term Savings,Education Fund,Long-Term Security,Yes
265,17792.72,19794.71,812.93,2,-2814.92,0.75,Long,Moderate,Equity,Expert,High,Vacation,Education Fund,Wealth Accumulation,Yes
266,15333.84,15870.63,2345.95,2,-2882.74,0.58,Short,Moderate,Bonds,Beginner,Low,Vacation,Car Purchase,Long-Term Security,No
267,14546.28,7670.0,633.49,1,6242.79,0.07,Long,Low,Mutual Fund,Beginner,High,Emergency Fund,Car Purchase,Retirement,No
268,14644.71,11806.62,652.98,1,2185.11,0.29,Medium,Moderate,Mutual Fund,Beginner,Low,Short-Term Savings,Car Purchase,Retirement,No
269,8470.84,6426.57,2231.06,1,-186.78,0.11,Short,Low,Bonds,Beginner,High,Vacation,Education Fund,Retirement,No
270,7284.65,5110.88,1285.51,2,888.26,0.22,Short,High,Debt,Intermediate,Medium,Emergency Fund,Home Renovation,Long-Term Security,Yes
271,16568.5,13144.93,3127.61,4,295.96,0.77,Medium,High,Debt,Intermediate,Medium,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
272,16582.04,12431.99,2449.59,4,1700.46,0.56,Long,High,Real Estate,Beginner,Medium,Vacation,Car Purchase,Wealth Accumulation,Yes
273,17607.3,13751.6,2985.72,5,869.98,0.01,Medium,Moderate,Mutual Fund,Intermediate,Medium,Vacation,Home Renovation,Retirement,No
274,18438.33,20955.53,962.88,3,-3480.08,0.26,Long,Moderate,Mutual Fund,Beginner,High,Short-Term Savings,Car Purchase,Wealth Accumulation,No
275,11204.16,6247.57,4271.5,2,685.09,0.35,Medium,Moderate,Equity,Expert,Low,Vacation,Home Renovation,Retirement,Yes
276,11027.29,12123.96,1105.85,1,-2202.51,0.48,Long,High,Equity,Expert,High,Emergency Fund,Car Purchase,Long-Term Security,Yes
277,16369.31,13294.4,4995.72,3,-1920.81,0.4,Long,High,Real Estate,Intermediate,High,Emergency Fund,Car Purchase,Long-Term Security,Yes
278,13699.35,12403.84,1104.35,1,191.17,0.06,Long,Moderate,Real Estate,Expert,Medium,Vacation,Car Purchase,Long-Term Security,No
279,14635.4,15215.24,620.48,3,-1200.32,0.41,Long,High,Real Estate,Expert,High,Vacation,Home Renovation,Long-Term Security,Yes
280,16324.27,11986.93,2553.56,3,1783.78,0.1,Long,High,Mutual Fund,Intermediate,High,Vacation,Home Renovation,Wealth Accumulation,No
281,18020.1,14051.61,6385.59,4,-2417.1,0.42,Medium,Low,Mutual Fund,Expert,Low,Emergency Fund,Home Renovation,Long-Term Security,No
282,8083.91,6193.79,95.7,5,1794.43,0.2,Short,Low,Debt,Expert,Low,Emergency Fund,Education Fund,Retirement,Yes
283,8760.49,6514.09,920.38,5,1326.03,0.12,Short,Low,Debt,Beginner,Low,Vacation,Education Fund,Retirement,Yes
284,3691.67,4066.73,328.74,1,-703.79,0.23,Long,Moderate,Equity,Intermediate,High,Emergency Fund,Car Purchase,Wealth Accumulation,Yes
285,12409.04,12890.57,1279.97,2,-1761.5,0.08,Short,Low,Bonds,Beginner,Low,Short-Term Savings,Car Purchase,Retirement,Yes
286,2646.96,1511.02,377.78,5,758.17,0.23,Medium,Moderate,Mutual Fund,Intermediate,High,Emergency Fund,Car Purchase,Retirement,No
287,10380.76,5919.94,1432.54,2,3028.28,0.69,Long,High,Equity,Intermediate,Low,Vacation,Education Fund,Wealth Accumulation,Yes
288,11767.6,9156.55,4282.53,1,-1671.48,0.25,Medium,Moderate,Debt,Expert,High,Emergency Fund,Education Fund,Wealth Accumulation,No
289,7157.74,4037.88,4067.86,2,-948.0,0.38,Medium,Moderate,Debt,Intermediate,High,Short-Term Savings,Education Fund,Wealth Accumulation,No
290,12635.0,11401.96,963.06,3,269.98,0.42,Short,Moderate,Debt,Beginner,Medium,Vacation,Education Fund,Wealth Accumulation,Yes
291,2549.0,1512.58,650.2,3,386.22,0.14,Long,High,Real Estate,Beginner,High,Emergency Fund,Home Renovation,Wealth Accumulation,No
292,2672.27,2243.48,803.91,1,-375.13,0.35,Long,High,Equity,Beginner,Medium,Short-Term Savings,Home Renovation,Retirement,No
293,16806.81,8482.28,9009.91,2,-685.38,0.68,Medium,High,Debt,Beginner,Medium,Emergency Fund,Car Purchase,Wealth Accumulation,Yes
294,8483.43,5987.5,3412.44,2,-916.51,0.06,Long,High,Equity,Expert,High,Short-Term Savings,Education Fund,Long-Term Security,Yes
295,4287.09,4030.61,577.44,1,-320.96,0.74,Long,Moderate,Equity,Intermediate,Medium,Short-Term Savings,Education Fund,Wealth Accumulation,No
296,11400.38,9287.04,4004.82,5,-1891.47,0.7,Medium,Moderate,Mutual Fund,Expert,Medium,Emergency Fund,Car Purchase,Wealth Accumulation,No
297,15859.88,18014.85,331.5,4,-2486.46,0.68,Long,High,Real Estate,Expert,Low,Vacation,Car Purchase,Long-Term Security,Yes
298,5884.78,6285.93,121.55,5,-522.7,0.16,Medium,High,Debt,Beginner,Medium,Short-Term Savings,Home Renovation,Long-Term Security,Yes
299,13212.03,9689.65,4369.18,4,-846.8,0.39,Long,High,Equity,Beginner,High,Vacation,Home Renovation,Long-Term Security,Yes
300,3536.25,1872.68,1278.71,2,384.86,0.49,Short,Low,Bonds,Beginner,Medium,Short-Term Savings,Car Purchase,Long-Term Security,No
301,2930.27,3075.78,376.48,4,-521.99,0.08,Long,High,Mutual Fund,Beginner,Medium,Short-Term Savings,Car Purchase,Wealth Accumulation,Yes
302,11564.38,12631.8,101.08,4,-1168.5,0.45,Medium,Low,Debt,Beginner,Medium,Short-Term Savings,Home Renovation,Long-Term Security,No
303,11731.43,12123.35,1648.88,2,-2040.8,0.67,Short,Moderate,Bonds,Beginner,Low,Vacation,Car Purchase,Retirement,No
304,13473.74,7857.45,2437.58,3,3178.71,0.75,Long,High,Equity,Beginner,Medium,Emergency Fund,Car Purchase,Retirement,No
305,15069.64,17309.67,506.8,4,-2746.82,0.22,Medium,Moderate,Mutual Fund,Intermediate,Medium,Short-Term Savings,Home Renovation,Wealth Accumulation,Yes
306,19565.34,13071.21,417.63,1,6076.5,0.23,Medium,Moderate,Mutual Fund,Beginner,Medium,Emergency Fund,Home Renovation,Long-Term Security,No
307,11293.41,10962.88,1578.33,5,-1247.81,0.22,Long,High,Equity,Beginner,High,Short-Term Savings,Home Renovation,Long-Term Security,No
308,7813.22,8518.15,615.21,2,-1320.14,0.12,Medium,High,Debt,Beginner,High,Short-Term Savings,Car Purchase,Retirement,Yes
309,16313.35,10655.83,3289.32,2,2368.2,0.34,Medium,Moderate,Mutual Fund,Beginner,Low,Short-Term Savings,Home Renovation,Long-Term Security,Yes
310,6874.98,7496.26,162.36,4,-783.64,0.63,Short,High,Bonds,Intermediate,Medium,Short-Term Savings,Home Renovation,Long-Term Security,Yes
311,9901.49,6942.56,2655.48,3,303.45,0.57,Medium,High,Debt,Expert,Medium,Emergency Fund,Home Renovation,Retirement,No
312,3412.21,3871.73,185.74,3,-645.26,0.72,Short,Moderate,Debt,Beginner,Medium,Emergency Fund,Car Purchase,Long-Term Security,Yes
313,2456.31,1677.22,411.02,5,368.07,0.28,Long,High,Mutual Fund,Beginner,Medium,Vacation,Home Renovation,Retirement,No
314,19327.67,21641.84,391.67,5,-2705.84,0.46,Long,High,Mutual Fund,Intermediate,Low,Short-Term Savings,Car Purchase,Wealth Accumulation,Yes
315,17047.64,9117.15,3163.13,3,4767.36,0.61,Medium,Moderate,Mutual Fund,Beginner,High,Emergency Fund,Home Renovation,Long-Term Security,No
316,14527.54,13961.35,3295.09,3,-2728.91,0.72,Short,Moderate,Debt,Beginner,Low,Emergency Fund,Car Purchase,Wealth Accumulation,Yes
317,9361.15,7918.34,1191.02,3,251.79,0.7,Long,High,Mutual Fund,Expert,High,Emergency Fund,Education Fund,Retirement,Yes
318,5119.3,4149.81,7.18,4,962.31,0.37,Medium,Moderate,Debt,Beginner,High,Emergency Fund,Education Fund,Wealth Accumulation,Yes
319,4815.87,3107.54,2088.26,1,-379.93,0.73,Short,Low,Debt,Beginner,Low,Vacation,Car Purchase,Retirement,No
320,6504.37,6235.33,1097.8,5,-828.76,0.36,Short,Low,Bonds,Beginner,Low,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
321,11886.08,7417.22,880.19,2,3588.67,0.72,Long,High,Equity,Beginner,Low,Short-Term Savings,Car Purchase,Wealth Accumulation,No
322,14862.73,12772.24,4986.6,3,-2896.12,0.62,Medium,Moderate,Equity,Beginner,Medium,Short-Term Savings,Home Renovation,Long-Term Security,Yes
323,13883.55,9227.14,4519.8,3,136.61,0.18,Short,Low,Bonds,Beginner,Medium,Emergency Fund,Education Fund,Retirement,Yes
324,7038.81,7891.59,277.92,1,-1130.7,0.74,Short,Moderate,Money Market,Intermediate,Low,Short-Term Savings,Education Fund,Long-Term Security,No
325,19187.58,9950.87,4997.22,3,4239.48,0.19,Short,Low,Debt,Beginner,Low,Vacation,Education Fund,Retirement,Yes
326,15282.14,9625.05,7830.6,5,-2173.51,0.73,Short,Low,Bonds,Beginner,Medium,Vacation,Car Purchase,Wealth Accumulation,No
327,11978.37,7875.8,1585.33,3,2517.24,0.49,Long,Moderate,Mutual Fund,Intermediate,Medium,Emergency Fund,Home Renovation,Wealth Accumulation,Yes
328,13010.97,10007.31,1601.98,1,1401.68,0.53,Medium,Low,Mutual Fund,Intermediate,High,Emergency Fund,Car Purchase,Retirement,Yes
329,9552.8,6221.5,641.66,4,2689.64,0.09,Long,Moderate,Equity,Beginner,High,Short-Term Savings,Car Purchase,Retirement,Yes
330,6459.16,5292.48,1866.3,5,-699.62,0.05,Long,High,Equity,Intermediate,Medium,Vacation,Car Purchase,Retirement,Yes
331,8407.51,8971.67,665.43,4,-1229.59,0.77,Long,High,Equity,Intermediate,High,Emergency Fund,Education Fund,Retirement,Yes
332,15641.23,15060.02,2259.3,2,-1678.09,0.27,Long,High,Mutual Fund,Intermediate,Low,Short-Term Savings,Car Purchase,Long-Term Security,No
333,2259.08,1981.16,159.43,1,118.5,0.68,Short,Moderate,Bonds,Beginner,Low,Vacation,Car Purchase,Retirement,Yes
334,4089.31,2281.23,1709.93,2,98.15,0.56,Medium,High,Equity,Beginner,Medium,Emergency Fund,Home Renovation,Retirement,Yes
335,2828.05,2689.74,538.82,2,-400.51,0.48,Long,High,Equity,Expert,High,Emergency Fund,Home Renovation,Retirement,No
336,2733.12,1662.2,578.9,2,492.02,0.55,Short,Low,Debt,Beginner,Low,Short-Term Savings,Car Purchase,Wealth Accumulation,Yes
337,17398.29,17592.09,2633.12,2,-2826.91,0.07,Medium,Low,Debt,Expert,High,Emergency Fund,Education Fund,Long-Term Security,No
338,14665.84,9716.66,2749.29,1,2199.89,0.33,Short,Low,Money Market,Beginner,Low,Emergency Fund,Education Fund,Wealth Accumulation,No
339,10535.13,8123.44,3425.81,4,-1014.12,0.49,Medium,High,Equity,Intermediate,Medium,Short-Term Savings,Car Purchase,Retirement,Yes
340,3761.01,2737.29,59.9,3,963.82,0.69,Long,High,Mutual Fund,Beginner,High,Emergency Fund,Car Purchase,Long-Term Security,No
341,10849.09,11480.82,847.74,2,-1479.47,0.57,Short,High,Debt,Beginner,Low,Emergency Fund,Education Fund,Wealth Accumulation,Yes
342,10522.49,6126.76,6302.14,3,-1906.41,0.2,Medium,Moderate,Mutual Fund,Intermediate,High,Emergency Fund,Home Renovation,Long-Term Security,No
343,5117.63,4440.41,1668.85,3,-991.63,0.79,Long,Moderate,Equity,Intermediate,High,Emergency Fund,Home Renovation,Wealth Accumulation,Yes
344,9809.33,5810.46,1679.45,2,2319.42,0.51,Short,Low,Debt,Beginner,Medium,Short-Term Savings,Car Purchase,Retirement,Yes
345,9173.09,8788.89,979.38,5,-595.19,0.4,Medium,High,Equity,Beginner,Low,Short-Term Savings,Home Renovation,Retirement,Yes
346,13085.3,14240.74,92.05,3,-1247.49,0.63,Short,Moderate,Debt,Beginner,Medium,Short-Term Savings,Education Fund,Retirement,No
347,13431.69,10510.23,4897.52,5,-1976.06,0.48,Medium,Moderate,Mutual Fund,Beginner,Medium,Vacation,Home Renovation,Long-Term Security,No
348,2815.47,2300.97,612.69,4,-98.19,0.57,Long,Moderate,Equity,Beginner,High,Emergency Fund,Car Purchase,Retirement,No
349,8743.03,9642.03,327.18,3,-1226.18,0.49,Long,Moderate,Mutual Fund,Expert,High,Emergency Fund,Home Renovation,Retirement,Yes
350,13265.48,11125.02,540.57,1,1599.89,0.14,Long,Moderate,Equity,Intermediate,High,Vacation,Home Renovation,Wealth Accumulation,No
